"HONG KONG, HONG KONG",,"DETROIT, MI","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3805,4320,4320,5465,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"DETROIT, MI","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3805,4320,4320,5465,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"DETROIT, MI","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,3805,4320,4320,5465,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"DETROIT, MI","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3805,4320,4320,5465,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"DETROIT, MI","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3805,4320,4320,5465,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"DETROIT, MI","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3805,4320,4320,5465,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"DETROIT, MI","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3805,4320,4320,5465,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"DETROIT, MI","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3805,4320,4320,5465,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"DETROIT, MI","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3805,4320,4320,5465,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"FORT WORTH, TX","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3325,3940,3940,4984,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"FORT WORTH, TX","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3325,3940,3940,4984,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"FORT WORTH, TX","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,3325,3940,3940,4984,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"FORT WORTH, TX","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3325,3940,3940,4984,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"FORT WORTH, TX","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3325,3940,3940,4984,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"FORT WORTH, TX","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3325,3940,3940,4984,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"FORT WORTH, TX","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3325,3940,3940,4984,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"FORT WORTH, TX","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3325,3940,3940,4984,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"FORT WORTH, TX","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3325,3940,3940,4984,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"FORT WORTH, TX","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,Commodity bullet,
"YANTIAN, CHINA",,"FORT WORTH, TX","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,Commodity bullet,
"HONG KONG, HONG KONG",,"FORT WORTH, TX","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,Commodity bullet,
"YANTIAN, CHINA",,"FORT WORTH, TX","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,Commodity bullet,
"HONG KONG, HONG KONG",,"FORT WORTH, TX","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,Commodity bullet,
"YANTIAN, CHINA",,"FORT WORTH, TX","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,Commodity bullet,
"YANTIAN, CHINA",,"FORT WORTH, TX","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,Commodity bullet,
"HONG KONG, HONG KONG",,"HOUSTON, TX","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3335,4140,4140,5237,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"HOUSTON, TX","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3335,4140,4140,5237,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"HOUSTON, TX","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,3335,4140,4140,5237,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"HOUSTON, TX","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3335,4140,4140,5237,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"HOUSTON, TX","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3335,4140,4140,5237,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"HOUSTON, TX","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3335,4140,4140,5237,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"HOUSTON, TX","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3335,4140,4140,5237,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"HOUSTON, TX","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3335,4140,4140,5237,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"HOUSTON, TX","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3335,4140,4140,5237,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"JACKSONVILLE, FL","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,5665,5670,5670,7174,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"JACKSONVILLE, FL","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,5665,5670,5670,7174,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"JACKSONVILLE, FL","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,5665,5670,5670,7174,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"JACKSONVILLE, FL","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,5665,5670,5670,7174,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"JACKSONVILLE, FL","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,5665,5670,5670,7174,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"JACKSONVILLE, FL","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,5665,5670,5670,7174,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"JACKSONVILLE, FL","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,5665,5670,5670,7174,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"JACKSONVILLE, FL","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,5665,5670,5670,7174,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"JACKSONVILLE, FL","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,5665,5670,5670,7174,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"KANSAS CITY, KS","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"KANSAS CITY, KS","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"KANSAS CITY, KS","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"KANSAS CITY, KS","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"KANSAS CITY, KS","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"KANSAS CITY, KS","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"KANSAS CITY, KS","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"KANSAS CITY, KS","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"KANSAS CITY, KS","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3245,3840,3840,4857,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"KANSAS CITY, KS","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3165,3740,3740,4731,,Commodity bullet,
"YANTIAN, CHINA",,"KANSAS CITY, KS","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3165,3740,3740,4731,,Commodity bullet,
"HONG KONG, HONG KONG",,"KANSAS CITY, KS","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3165,3740,3740,4731,,Commodity bullet,
"YANTIAN, CHINA",,"KANSAS CITY, KS","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3165,3740,3740,4731,,Commodity bullet,
"HONG KONG, HONG KONG",,"KANSAS CITY, KS","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3165,3740,3740,4731,,Commodity bullet,
"YANTIAN, CHINA",,"KANSAS CITY, KS","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3165,3740,3740,4731,,Commodity bullet,
"YANTIAN, CHINA",,"KANSAS CITY, KS","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3165,3740,3740,4731,,Commodity bullet,
"HONG KONG, HONG KONG",,"LAREDO, TX","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4135,4870,4870,6161,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"LAREDO, TX","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,4135,4870,4870,6161,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"LAREDO, TX","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,4135,4870,4870,6161,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"LAREDO, TX","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4135,4870,4870,6161,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"LAREDO, TX","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4135,4870,4870,6161,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"LAREDO, TX","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4135,4870,4870,6161,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"LAREDO, TX","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4135,4870,4870,6161,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"LAREDO, TX","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4135,4870,4870,6161,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"LAREDO, TX","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4135,4870,4870,6161,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"LOUISVILLE, KY","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4105,4740,4740,5997,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"LOUISVILLE, KY","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,4105,4740,4740,5997,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"LOUISVILLE, KY","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,4105,4740,4740,5997,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"LOUISVILLE, KY","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4105,4740,4740,5997,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"LOUISVILLE, KY","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4105,4740,4740,5997,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"LOUISVILLE, KY","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4105,4740,4740,5997,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"LOUISVILLE, KY","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4105,4740,4740,5997,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"LOUISVILLE, KY","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4105,4740,4740,5997,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"LOUISVILLE, KY","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4105,4740,4740,5997,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"MEMPHIS, TN","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3305,4140,4140,5237,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"MEMPHIS, TN","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3305,4140,4140,5237,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"MEMPHIS, TN","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,3305,4140,4140,5237,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"MEMPHIS, TN","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3305,4140,4140,5237,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"MEMPHIS, TN","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3305,4140,4140,5237,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"MEMPHIS, TN","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3305,4140,4140,5237,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"MEMPHIS, TN","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3305,4140,4140,5237,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"MEMPHIS, TN","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3305,4140,4140,5237,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"MEMPHIS, TN","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3305,4140,4140,5237,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"MEMPHIS, TN","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3225,4040,4040,5110,,Commodity bullet,
"YANTIAN, CHINA",,"MEMPHIS, TN","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3225,4040,4040,5110,,Commodity bullet,
"HONG KONG, HONG KONG",,"MEMPHIS, TN","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3225,4040,4040,5110,,Commodity bullet,
"YANTIAN, CHINA",,"MEMPHIS, TN","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3225,4040,4040,5110,,Commodity bullet,
"HONG KONG, HONG KONG",,"MEMPHIS, TN","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3225,4040,4040,5110,,Commodity bullet,
"YANTIAN, CHINA",,"MEMPHIS, TN","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3225,4040,4040,5110,,Commodity bullet,
"YANTIAN, CHINA",,"MEMPHIS, TN","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3225,4040,4040,5110,,Commodity bullet,
"HONG KONG, HONG KONG",,"NASHVILLE, TN","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4235,5140,5140,6503,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NASHVILLE, TN","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,4235,5140,5140,6503,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"NASHVILLE, TN","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,4235,5140,5140,6503,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NASHVILLE, TN","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4235,5140,5140,6503,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NASHVILLE, TN","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4235,5140,5140,6503,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NASHVILLE, TN","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4235,5140,5140,6503,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NASHVILLE, TN","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4235,5140,5140,6503,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"NASHVILLE, TN","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4235,5140,5140,6503,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NASHVILLE, TN","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4235,5140,5140,6503,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NEW ORLEANS, LA","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3345,4170,4170,5275,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NEW ORLEANS, LA","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3345,4170,4170,5275,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"NEW ORLEANS, LA","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,3345,4170,4170,5275,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NEW ORLEANS, LA","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3345,4170,4170,5275,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NEW ORLEANS, LA","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3345,4170,4170,5275,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NEW ORLEANS, LA","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3345,4170,4170,5275,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NEW ORLEANS, LA","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3345,4170,4170,5275,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"NEW ORLEANS, LA","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3345,4170,4170,5275,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NEW ORLEANS, LA","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3345,4170,4170,5275,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NEW YORK, NY","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3635,4540,4540,5743,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NEW YORK, NY","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3635,4540,4540,5743,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"NEW YORK, NY","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,3635,4540,4540,5743,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NEW YORK, NY","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3635,4540,4540,5743,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NEW YORK, NY","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3635,4540,4540,5743,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NEW YORK, NY","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3635,4540,4540,5743,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NEW YORK, NY","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3635,4540,4540,5743,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"NEW YORK, NY","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3635,4540,4540,5743,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NEW YORK, NY","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3635,4540,4540,5743,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NORFOLK, VA","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4365,5270,5270,6668,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NORFOLK, VA","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,4365,5270,5270,6668,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"NORFOLK, VA","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,4365,5270,5270,6668,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NORFOLK, VA","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4365,5270,5270,6668,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NORFOLK, VA","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4365,5270,5270,6668,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"NORFOLK, VA","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4365,5270,5270,6668,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NORFOLK, VA","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4365,5270,5270,6668,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"NORFOLK, VA","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4365,5270,5270,6668,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"NORFOLK, VA","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,4365,5270,5270,6668,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"PITTSBURGH, PA","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3885,4740,4740,5997,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"PITTSBURGH, PA","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3885,4740,4740,5997,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"PITTSBURGH, PA","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,3885,4740,4740,5997,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"PITTSBURGH, PA","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3885,4740,4740,5997,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"PITTSBURGH, PA","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3885,4740,4740,5997,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"PITTSBURGH, PA","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3885,4740,4740,5997,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"PITTSBURGH, PA","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3885,4740,4740,5997,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"PITTSBURGH, PA","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3885,4740,4740,5997,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"PITTSBURGH, PA","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3885,4740,4740,5997,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"ST LOUIS, MO","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3465,4320,4320,5465,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"ST LOUIS, MO","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,3465,4320,4320,5465,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"ST LOUIS, MO","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,3465,4320,4320,5465,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"ST LOUIS, MO","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3465,4320,4320,5465,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"ST LOUIS, MO","LONG BEACH, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3465,4320,4320,5465,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"ST LOUIS, MO","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3465,4320,4320,5465,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"ST LOUIS, MO","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3465,4320,4320,5465,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"ST LOUIS, MO","LOS ANGELES, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,3465,4320,4320,5465,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"ST LOUIS, MO","LOS ANGELES, CA",14 ,Y/R,COSU,7/23/2018,7/31/2018,3465,4320,4320,5465,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"SALT LAKE CITY, UT","OAKLAND, CA",21 ,Y/R,COSU,7/23/2018,7/31/2018,3485,4070,4070,5148,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"SALT LAKE CITY, UT","OAKLAND, CA",20 ,Y/R,COSU,7/23/2018,7/31/2018,3485,4070,4070,5148,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"SALT LAKE CITY, UT","OAKLAND, CA",19 ,Y/R,COSU,7/23/2018,7/31/2018,3485,4070,4070,5148,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"SALT LAKE CITY, UT","OAKLAND, CA",18 ,Y/R,COSU,7/23/2018,7/31/2018,3485,4070,4070,5148,,FAK (Excluding Garment),
"HONG KONG, HONG KONG",,"SAN ANTONIO, TX","LONG BEACH, CA",15 ,Y/R,COSU,7/23/2018,7/31/2018,4065,4870,4870,6161,,FAK (Excluding Garment),
"YANTIAN, CHINA",,"SAN ANTONIO, TX","LONG BEACH, CA",13 ,Y/R,COSU,7/23/2018,7/31/2018,4065,4870,4870,6161,,FAK (Excluding Garment),
"SHEKOU, CHINA",,"SAN ANTONIO, TX","LONG BEACH, CA",16 ,Y/R,COSU,7/23/2018,7/31/2018,4065,4870,4870,6161,,FAK (Excluding Garment),
